filename,annotations,label
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/9205.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/4324.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/4069.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/205.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/5146.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/2012.jpg,"[{'x': 815, 'y': 312, 'width': 49, 'height': 59}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/453.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/591.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_1/5465.jpg,"[{'x': 418, 'y': 218, 'width': 49, 'height': 40}, {'x': 226, 'y': 493, 'width': 56, 'height': 66}, {'x': 361, 'y': 243, 'width': 38, 'height': 36}, {'x': 346, 'y': 236, 'width': 30, 'height': 24}, {'x': 450, 'y': 156, 'width': 38, 'height': 31}, {'x': 378, 'y': 420, 'width': 30, 'height': 32}, {'x': 784, 'y': 508, 'width': 67, 'height': 38}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/365.jpg,"[{'x': 141, 'y': 331, 'width': 54, 'height': 55}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/8044.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/3700.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/8923.jpg,"[{'x': 544, 'y': 560, 'width': 33, 'height': 28}]",1
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/10100.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/2109.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_0/3795.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/9257.jpg,[],0
/kaggle/input/tensorflow-great-barrier-reef/train_images/video_2/9290.jpg,[],0
